Smiles,pIC50
CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)C3=CC=C(F)C=C3)C3=CC=C(C(F)(C(F)(F)F)C(F)(F)F)N=C3CC[C@@H]12,5.04
NCCN(C(=O)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1,7.16
CC(C)(C(=O)C1=CC=CN=C1)C1=CC=CN=C1,5.6125
C=C[C@]1(C)C[C@@H](OC(=O)CSC2=CC=CC=N2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,5.885
COCCCOC1=CC(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)CCC2=CC=CC=C2)C(C)C)=CC=C1OC,5.51
O=C(NC1=CC=C(C2=CC=CC=C2)C=C1)NC1=CC=C(C2=CC=NC3=C2N=CN3)C=C1,7.58
C[C@@H]1C2=NN=C(C3=CSC(C4=CC=CC=C4)=N3)N2CCN1C(=O)C1=CC=C(F)C=C1,4.17
CCC1=NC2=C(CC3=CC=C(C(O)=NO)C=C3)C=CC=C2C(=O)N1CCC1=CC=CC=C1,7.0
O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)C3=CC=C(F)C=C3)C3=CC=C(C(F)(C(F)(F)F)C(F)(F)F)C=C3CC[C@@H]12,4.89
CC(C)COC1=NC=C(C2=CC(F)=C(C(=O)NS(C)(=O)=O)C=C2F)C=C1Cl,4.31
FC1=CC=C2C(=C1)C1=C(CCNC1)N2CCCOC1=CC=C(Cl)C=C1,4.449999999999999
CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN(C)C)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,6.85
CC(C)N1N=C(C2=NN=C(C3CCN(CCC4=CC=CC=C4)CC3)O2)C2=CC=CC=C21,4.95
CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCOC[C@H]2CC2=CC=CC(C3=CC=NC=C3)=C2)=C1,6.52
CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCNCC3)CC2)N1S(=O)(=O)C1=CC=C(Cl)C=C1,6.52
O=S(=O)(NC1=NC=CS1)C1=CC(Cl)=C(NCC2CNC2)C=C1F,4.7
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(NC(=O)CCCCCCC)C=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,4.66
NC1=CC=C(C2=CN=C3NC=C(C4=CC=C5NC=CC5=C4)C3=C2)C=N1,5.38
CC(C)(CC(O)(CC1=CC2=CC(S(C)(=O)=O)=NC=C2N1)C(F)(F)F)C1=CC=CC=C1S(N)(=O)=O,4.82
CCN(C)C1=NC2=CC=C(C(=O)N(CCN3CCOCC3)C[C@@H](O)[C@H](CC3=CC=CC=C3)NC(=O)OCC3=CN=CS3)C=C2O1,6.85
CC1=CC(/C=C/C#N)=CC(C)=C1OC1=NC(NC2CCN(CC3=CC=C(S(N)(=O)=O)C=C3)CC2)=NC2=C1C=CS2,5.1
CN(CC1=CN=CS1)C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,6.77
CN(C)C(C)(C)[C@@H](C1=CC=C2C=C(OCC(C)(C)C(=O)O)C=CC2=C1)N1C=CN=C1,5.68
CCS(=O)(=O)C1=CC=C2NC(C3=CC(C4=CC=CC=C4)=CC=C3F)=NC2=C1,4.85
CC1=NNC(C2=CC=C(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3=CN(C)N=C3C(N)=O)C(F)=C2)=C1,5.2
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)CN1C=NC2=C(N)N=CN=C21,4.27
CC1=NN(CC(=O)N2CCC3=C2C=CC(C2=CN(C)C4=NC=NC(N)=C24)=C3F)C(C)=C1,4.69
COC1=CC=C2C(OCC3=NN=C4C=CC(C5=CC(C)=NS5)=NN34)=CC=NC2=C1,5.045
CC(C)C1=NC(CN(C)C(=O)N2CSC[C@H]2C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,6.609999999999999
CC1=CC=NC=C1CN1CCC2=C(C1)SC1=CC=C(F)C=C21,5.07
CN1N=CC2=C1CC[C@@H]([C@H]1C3=CC=CC=C3C3=CN=CN31)[C@@H]2O,5.48
O=C(NC1=CC=C(Cl)C(Cl)=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,5.8
CC1=CC=CC(NC(=O)C2=CC(Cl)=CC(OC3=CN=CC(F)=C3)=C2)=N1,6.16
O=C1NC2=CC=CC=C2[C@]12C[C@H]2C1=CC2=NNC(/C=C/C3=CC=C(CN4CC[C@@H](F)C4)C=C3)=C2C=C1,5.0
CC(C)CN1C(=O)N(C)C(=O)C2=C1SC(OC1=CC=CC3=CC=CC=C13)=C2C(=O)N1CC[C@@H](O)C1,5.14
N[C@@H](CC(=O)N1CCN(C(=O)C2=CC=C(C(F)(F)F)C=C2)CC1)CC1=CC(F)=C(F)C=C1F,6.0
COC1=CC(NC2=NC=C(C)C(NC3=CC=C4OC(=O)NC4=C3)=N2)=CC(OC)=C1OC,5.96
CC1=C(Cl)C=CC=C1C1=CC(=O)N(C)C2=CC=C([C@](N)(C3=CC=C(Cl)C=C3)C3=CN=CN3C)C=C12,5.89
CCN(CC(O)(CNC(=O)C1=C(N)N(C2=CC=C(F)C=C2)N=C1)C(F)(F)F)C(=O)C1=CC=CC=C1S(C)(=O)=O,5.52
CC(C)N(C)[C@H](C)[C@@H](C1=CC=C2C=C(OCC3(C(=O)O)CCCC3)C=CC2=C1)N1C=CN=C1,6.1
FC1=CC=C(C2=CC=C3C(=C2)CCC3C2=CC=CN=C2)C=C1,5.77
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CS(C)(=O)=O)C2=CC=CC=C2N(CC2=C(OC)C=CC3=CC(Br)=CC=C23)C1=O,5.0
COC1=CC(N2CCC(N3CCOCC3)CC2)=CC=C1C1=NC2=C(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)C(Cl)=CN=C2N1,4.85
CCNCC1=CC=C(Cl)C(CN(C(=O)[C@H]2CNCC[C@@H]2C2=CC=C(OCCOC3=C(Cl)C=C(C)C=C3Cl)C=C2)C2CC2)=C1,4.81
COC1=CC=C(N2N=CC=N2)C(C(=O)N2CCOC[C@H]2CC2=CC(N3N=CC=N3)=CC=C2F)=C1,4.46
CC1=CC(C)=CC(C2=C([C@H](C)CNCCC3=CC=C4NC(C)=NC4=C3)C3=CC(C(C)(C)C(=O)N4C5CCC4CC5)=CC=C3N2)=C1,5.3
O=C1N(CC2=NC3=CC=CC=C3N2CCCCO)C2=CN=CC=C2N1C1CC1,4.56
COCC(=O)N[C@@H](CC1=CC=C(C2=NC=CS2)C=C1)[C@H](O)CN[C@H]1CC2(CCC2)OC2=NC=C(CC(C)(C)C)C=C21,7.52
COC1CN(C2=CC=CC(C3=CC(NC(C)=O)=NC(N4N=C(C)C=C4C)=N3)=N2)C1,4.96
CCC1=CC=CC(CC)=C1NC(=O)NC1=CC=C2NN=C(C3=CC=CC(S(N)(=O)=O)=C3)C2=C1,5.5
CCC(C)N1N=CN(C2=CC=C(N3CCN(C4=CC=C(OCC5COC(CN6C=NC=N6)(C6=CC=C(Cl)C=C6Cl)O5)C=C4)CC3)C=C2)C1=O,7.007142857142857
O[C@H]1OC[C@H](CC2=CC=C3OCOC3=C2)[C@H]1CC1=CC=C2OCOC2=C1,5.04
CC1=CC=C2C(N3CCN(CCC4=CC=CC5=C4OCC4=C(C#N)N=CN54)CC3)=CC=CC2=N1,5.4
CC(C)(C1=NC=C(C2=CC=CC=N2)O1)N1CCN(C[C@@H](O)C[C@@H](CC2=CC=CC=C2)C(=O)N[C@H]2C3=CC=CC=C3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,5.3
CC1=C(C2=CC=C(N)N=C2)SC(NC(=O)CN(CC2=CC=CC=C2)C(=O)C2=CC=NC=C2)=N1,6.15
C1=CN=C2C(=C1)CCC[C@@H]2N(CCCN1CCNCC1)CC1=NC2=CC=CC=C2S1,5.03
CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1C(F)(F)F)C(=O)NCC1=NC2=CC=CN=C2N1CC1=CC=CC=C1,6.01
O=C(CC1=CC=C2OCOC2=C1)NC1=NC(C2=CNC3=NC=CC=C23)=CS1,5.7
C(=C/CN(C[C@H]1CC2=CC=CC=C2CN1)[C@H]1CCCC2=CC=CN=C21)\CNCC1=CC=CC=N1,5.81
CC1=CC=C(NC(=O)N2CCN(C3=NC(N)=NC4=C3N=C(C3=CC=CN=C3)S4)CC2)C=C1,6.05
CC(C)OC(=O)[C@H](CN1C=CN=C1)NC(=O)C1=NOC(C2=CC=CC=C2F)=C1,5.24
CN1[C@H]2CC3=CC4=C(C=C3[C@@H]1CC1=CC3=C(C=C12)OCO3)OCO4,4.87
CC1=CC=C(C(=O)N(CCCN)[C@@H](C2=NC3=CC(Cl)=CC=C3C(=O)N2CC2=CC=CC=C2)C(C)C)C=C1,5.39
CC(C)C1=NC(CN(C)C(=O)N[C@@H](CC2=CN(C)C=N2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,6.96
CC(C)C[C@H](NC(=O)CCN)C1=CC=CC=C1N1CCN(C(=O)[C@@H](CC2=CC=C(Cl)C=C2Cl)N2CCCC2=O)CC1,5.54
CC1=CC=CC=C1CNC1=CC(N2C=CC=CC2=O)=CN2C(C)=C(C)N=C12,4.955
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)C(=O)C1=CC=C2N=C(N(C)C)OC2=C1,7.28
CC(C)(C)C(=O)N1CCC(N(C2=CC=C(C(F)(F)F)C=C2)C2=CC=CN=C2)CC1,5.72
CC1=CC=CC(C)=C1CNC1=NC=CN2C(C)=C(C)C=C12,5.565
COC1=CC(OC)=C(Cl)C(NC(=O)N(C)C2=CC(NC3=CC=CC(CN(C)C)=C3)=NC=N2)=C1Cl,5.6
CN1C(=O)[C@@](C2=CC=C(OC(F)F)C=C2)(C2=CC=C(F)C(C#CCCCF)=C2)N=C1N,6.05
COC1=NC=CC=C1CNC1=NC=C(CC2=CNC3=NC=C(C)C=C23)C=N1,5.3
FC1=CC=C(C2=CC=C3C(C4=CC=NC=C4)=CCCC3=C2)C=C1,5.38
CC1=CC=CC2=C1C1=NC=NC(N3CCN(CCC4=CC=C(F)C(F)=C4)CC3)=C1N2,5.03
O=C(O)C1=CC=CC=C1NC(=O)N1C[C@H]2C[C@@H](C3=CC=CC=C3C(F)(F)F)C[C@H]2C1,4.55
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)C(=O)C1=CC=C2N=C(NCCCN3C=CN=C3)OC2=C1,7.51
N[C@@H](CC(=O)N1CCN(C(=O)C2=CC=C(OC(F)(F)F)C=C2)CC1)CC1=CC(F)=C(F)C=C1F,6.0
CC1=C(CC(=O)NCC2=CC(Cl)=CC=C2CN)C(=O)N(NCC2=CC=CC=C2)CC1,4.89
COC1=CC=C(S(=O)(=O)N2C=C(C)C3=CC(Cl)=CN=C32)C=C1NC1CCN(C)CC1,5.0
CC1=C(C2=NN=C(SCCCN3CC[C@]4(C[C@@H]4C4=CC=C(C(F)(F)F)C=C4)C3)N2C)OC=N1,6.52
CCOCC1=C(C(=O)NCC2=CN=CN2C)C=NN1C1=NC=C(C)C(N2CCCCC2)=N1,6.0
CC(C(C1=CC=C2C=C(OCC(C)(C)C(N)=O)C=CC2=C1)N1C=CN=C1)N(C)C,5.74
CC[C@@H](C)N1N=CN(C2=CC=C(N3CCN(C4=CC=C(OC[C@@H]5CO[C@@](CN6C=NC=N6)(C6=CC=C(Cl)C=C6Cl)O5)C=C4)CC3)C=C2)C1=O,8.4
COC1=CC=CC(NC(=O)CC2=NC(=O)C=C(N3CCOCC3)N2)=C1,4.4
COC1=CC=CC=C1/C=C/C(=O)C1=CC=CN=C1,5.82
CC(C)C1=NC(CN(C)C(=O)N2CS(=O)(=O)C[C@H]2C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,6.69
CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@](F)(Cl)[C@@H]1O)OC1=CC=CC=C1,5.17
CN1C(NCCC2=CC=C(C3=CC=C(Cl)C=N3)C=C2)=NC2=CC(Cl)=CC=C2C1=O,5.08
CC(C)(C)OC(=O)N[C@H](CS[C@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CN=C1)CC1=CNC2=CC=CC=C12,6.99
CN(C)CCS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)C3=CC=C(Cl)C=C3)C3=C(F)C=CC(F)=C3OC[C@@H]12,5.05
CC1(C)C[C@@H](NC(=O)NC2=CC=CC3=CN=CC=C23)C2=CC=C(OC(F)(F)F)C=C2O1,5.66
CNC1=NOC2=C(C3=CC=C4C(N5CCOC[C@@H]5C)=NN=CC4=C3)C(Cl)=CC=C12,5.22
CC1=NN(C2=CC=CC=C2)C(Cl)=C1C(=O)NC(CN1C=CN=C1)C(=O)OC(C)C,5.31
CCNC1=NC2=CC=C(C(=O)N(CC(C)C)C[C@@H](O)[C@H](CC3=CC=CC=C3)NC(=O)OCC3=CN=CS3)C=C2O1,7.55
OC1=CC=C(C2=CC=C(CC3=CC=NC=C3)C=C2)C=C1F,6.05
C[C@@H]1COCCN1C1=CC(C2=CC=NN2C)=C2C=CN=C(C3=NNC=C3)C2=N1,5.16
CC1=C2N=C(C3=CC(OC[C@@H](N)CC4=CNC5=CC=CC=C45)=C(C#N)N=C3C3=COC=C3)C=NC2=NN1,6.1
CC1=CC(N2CCN(S(C)(=O)=O)CC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,6.22
CN1CCN(C2=CN(S(=O)(=O)C3=CC=C(F)C=C3)C3=CC=C(Br)C=C23)CC1,5.34
O=C(C1CCN(CC2=CC=NC=C2)CC1)N1CCC(N2C(=O)N(CC3=CC=CC=C3)C3=CC=CC=C32)CC1,6.4
C[C@H](C1=C(CCN(C)CC2=NC=CN2)CC2=CC=CC=C12)C1=CN=CC=N1,5.36
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)NC3=CC=C(N4CC(N5CCC(OC)CC5)C4)N=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.59
FC1=CC=CC(OC(CC2CNC2)C2=CC=C(Cl)C(F)=C2)=C1,6.29
N=C(N)NC(=O)C1=CC=C(C2CCN(C(=O)C3=CC=C(S(N)(=O)=O)C=C3)CC2)C(C(F)(F)F)=C1,4.62
CCCCCCC[C@H](O)CC(=O)CCC1=CC=C(O)C(OC)=C1,5.0175
CC1=CC=NC=C1C#CCN,5.25
CCC[C@H]1N(C(=O)C2=C(F)C=CC=C2C(F)(F)F)CCC[C@@]1(OC1=CSC(C(F)(F)F)=C1)C(=O)N1CCN(C2=CC=CC=C2OCCO)CC1,5.35
C[C@H](C1=C(CCN(C)CC2=CC=CC=N2)CC2=CC=CC=C12)C1=CN=CC=N1,5.32
NCC#CC1=C(OC2=CC=C(NC(=O)NC(=O)CC3=CC=C(F)C=C3)C=C2F)C=CN=C1N,5.75
CN(CC(=O)N1CCC[C@H](C2=CC=CC=C2)[C@@H]1CN1CCCC1)C1=CC=C(Cl)C(Cl)=C1,5.85
CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC=C2C(=C1)C(C1=CC=CC3=CC=CC=C13)=CC(=O)N2C,6.26
CC(C)NC(=O)C1=CC=CC(NC(=O)NC2=CC=C(C3=CC=NC4=C3N=CN4)C=C2)=C1,7.05
CC1=C([C@@H](C)NC2=NN=C(C)C3=CN=C(N4CCOCC4)C=C23)C=CC=C1C(F)(F)F,6.19
O=C(C1=CC=CC=C1N1N=CC=N1)N1CCC[C@H]1CC1=CC=CC(N2N=CC=N2)=C1,5.26
ClC1=CC=CC(CN(CC2CNC2)C2=CC=CC=C2)=C1Cl,4.49
C1=CN=CC(N2C=CN=C2)=C1,4.11
C1=CC=C(CNCCCCN(C[C@H]2CC3=CC=CC=C3CN2)[C@H]2CCCC3=CC=CN=C32)N=C1,5.35
CC1=NC=CN1C1=CC=C(C2=CN(CC(=O)NC3=CC=CC(Cl)=C3Cl)N=N2)C=N1,4.37
CS(=O)(=O)N(CC1=CC=CN=C1)C1=CC=C(C2=CC=C(F)C=C2)C=C1F,6.21
OC1=CC=CC(C2=CC=C3C(C4=CC=CC(O)=C4)=C(O)C=CC3=C2)=C1,7.4
CC1=CC2=C(F)C(OC3=NC=NN4C=C(OC[C@@H](C)OC(=O)[C@H](N)CC(C)C)C(C)=C34)=CC=C2N1,6.725
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CC(N4CCC(OC)CC4)C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,4.93
NCC1=CC=C(C2=CN=CC=C2C2=CC=CN=C2)O1,4.05
COC1=CC(C2=CC3=NOC[C@H](C4=CC(F)=C(F)C(F)=C4)N3CCC2)=CC=C1N1C=NC(C)=C1,4.52
COC1=CC(NC(=O)C2=CC(=O)C3=CC=CC=C3O2)=C(C2=NN(C3=CC=C(CCN4CCC5=CN=CC=C5C4)C=C3)N=N2)C=C1OCC1=CC=CC=C1,5.91
CC1=CN=C2NC=C(CC3=CC=C(NCC4=CC=C(C(F)(F)F)N=C4)N=C3F)C2=C1,5.3
C[C@@H](OC1=C(C(N)=O)SC(N2C=NC3=CC(C4=CN(CCN5CCOCC5)N=C4)=CC=C32)=C1)C1=CC=CC=C1Cl,5.68
C[C@@H]1CCCN1CCCOC1=CC=C(N2CCN(C(=O)C3=CC=C(F)C=C3F)CC2=O)C=C1,4.0
COC1=CC=C2NC(SCC3=CC=CC=N3)=NC2=C1,5.4
CC1=CC=C(F)C=C1C(C)(C)CC(O)(CC1=CC2=CC(N)=NC=C2N1)C(F)(F)F,6.3
CN1C=C(C(C2=CC=C(Cl)C=C2)N2C=CN=C2)C=C1C1=CC=C(Cl)C=C1,5.96
CC1=CC(NCC2=C(C)C=CC=C2C)=C2C=CC=C(C(N)=O)C2=N1,5.0
COC1=CC=C2C(OCC3=NN=C4C=CC(C5=CC=C(F)C(F)=C5)=NN34)=CC=NC2=C1,5.19
COCCN1CC2=C(N=C(C)C(CN)=C2C2=CC=C(Cl)C=C2Cl)C1=O,4.66
O=C(C1=CC=C(Cl)C=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC(N2N=CC=N2)=CC=C1F,4.7
N#CCN1C(=O)C(CCO)=C(C2=CC(Cl)=CC=C2O)C2=CC(C(F)(F)F)=CC=C21,4.82
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(CC2=NOC3=CC=CC=C23)C2=CC=CC=C2N(C(=O)CS(C)(=O)=O)[C@H]1C,4.42
CC1=CC(C(=O)N2CCOC[C@H]2CC2=CC=CC(C3=NOC=N3)=C2)=C(N2N=CC=N2)C=C1C,4.6
CCCCCCCCCCCCCCCOP(=O)(O)CO[C@H](C)CN1C=NC2=C(N)N=CN=C21,4.26
CC1=CC(N2CCN(CCF)CC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,5.88
CCN(C[C@@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)C[C@@H](CC1=CC=CC=C1)NC(=O)OCC1=NC=CS1,6.96
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(C#N)C=C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.03
CC1=CC=CC(C)=C1CNC1=CC(C2=CC=CO2)=CN2C(C)=C(C)N=C12,5.785
CN1C(=O)[C@@H]2CN(C3=NC=C(F)C=N3)C[C@]2(C2=CC(C3=CC=C(Cl)C(C#N)=C3)=CS2)N=C1N,5.26
O=C(NCCC1=CNC=N1)C1=CN=C(C2=CC=CC=C2)C=N1,4.8
CC(C)N1CCC(OC2=CC=C3C(=C2)C=C2C(=O)N(CC4=CC=NC=C4)CCN23)CC1,5.22
CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCOC[C@H]2CC2=CC=CC(N3C=CN=N3)=C2)=C1,4.85
CC1(CC(=O)NCC2=CC=CC(Cl)=C2)CC2(CCCCC2)OO1,5.31
CC1=CN=C2NC=C(C(=O)C3=C(F)C=CC(NS(=O)(=O)C4=CC=CC(F)=C4)=C3F)C2=C1,5.3
O=C(NCC1CCCCC1)C1=CN=C(NC2=CC=CC(Cl)=C2)N=C1C(F)(F)F,4.09
ClC1=CC=CC(N(CC2=CC=C3C=CC=CC3=C2)C2CNC2)=C1,6.3
CCC1=NN(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,6.82
COC1=CC(OC)=C(Cl)C(NC(=O)N(C)C2=CC(NC3=CC=C(OCCN4CCCC4)C=C3)=NC=N2)=C1Cl,5.6
O=C(CC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)C2=CC=C(Cl)C=C2)CC1)N1CCN2CCCC[C@H]2C1,5.75
CP(C)(=O)C1=CC=C2CC[C@@H]([C@H]3C4=CC=CC=C4C4=CN=CN43)[C@H](O)C2=C1,5.8
CN1C(=O)C2=C(C1=O)N(CC(=O)NC1=CC=C(C3=NC=CS3)C=C1)CCC2,5.28
O=C([C@H]1CNCC[C@@]12OCC1=CC(F)=C(F)C=C12)N(CC1=CC=C(Cl)C=C1Cl)C1CC1,5.72
CC1=CC=C(F)C=C1C(C)(C)CC(O)(CC1=CC2=CC=NC=C2N1)C(F)(F)F,7.0
C[C@@H]1CC2=C(C=CC3=C2C=NN3)[C@@H](C2=C(F)C=C(/C=C/C(=O)O)C=C2F)N1CC(C)(C)F,4.89
COC1=CC=C(C2=CC(C)=C3NC(C4=C(N[C@H](CO)CC5=CC=CC=C5)C=CNC4=O)=NC3=C2)C=C1,5.17
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC1=CC2=C(NCCOCCOCCNC3=NC=NC4=CC(OC)=C(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C=C34)N=CN=C2C=C1OC)C(C)(C)C,5.25
COC1=CC=C(N2CC3=C(N=C(C)C(CN)=C3C3=CC=C(Cl)C=C3Cl)C2=O)C=C1,5.6
O=C(CN1C(=O)SC2=CC=C(Cl)C=C21)N1CCCC(C2=CC=CC=C2)C1CN1CCCC1,6.0
CN1C(C2=COC=C2)=C(C2CCCCC2)C2=CC=C(C(=O)NC(C)(C)C(=O)NC3=CC=C(/C=C/C(=O)O)C=C3)C=C21,5.06
CC1=C(C2=CC=CC(OCCCCC(=O)O)=C2F)C(=O)N(C[C@@H](C2=CC=CC=C2)N(C)C)C(=O)N1CC1=C(F)C=CC=C1C(F)(F)F,4.38
C[C@@]1(C2=CC(NC(=O)C3=CC=C(Br)C=N3)=CC=C2F)CO[C@@](C)(C(F)(F)F)C(=N)N1,4.77
FC1(F)CCC(CN(C[C@H]2CC3=C(C=CC=C3N3CCNCC3)CN2)[C@H]2CCCC3=CC=CN=C32)CC1,5.25
COC1=CN=C2C=CC(=O)N(CCN3CCN(C4=NC5=CC(C#N)=C(C)C=C5N4)CC3)C2=C1,4.7
O=C(N[C@H](CC1=CC=CC=C1)CN(CC1=CC=CC=C1)C[C@@H](CC1=CC=CC=C1)NC(=O)OCC1=NC=CS1)OCC1=CN=CS1,7.22
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCN(CC4CCNCC4)CC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.09
FC1=CC(OC(F)(F)C(F)F)=CC([C@@](CC2=CC=CC=C2)(NC2=NC3=CC(F)=CC=C3N2)C2=CC=C(Cl)C=N2)=C1,4.45
O=C(C(C1=CC=C(Cl)C=C1)C1=CN=CN=C1)N1CCN(C2=CC=C(C(F)(F)F)C=C2)CC1,4.7
CC(C)C1=NC(CN(C)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC[C@@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,7.05
CC(=O)NC1=CC(C2=CC=C(OC[C@@H](N)CC(C)C)C(OC(F)(F)F)=C2)=CC=N1,6.64
N[C@H]1CC[C@@](CCOC2=CC(F)=C(S(=O)(=O)NC3=NC=NS3)C=C2F)(C2=CC=CC=C2)CC1,6.17
O=C(N[C@@H]1CC[C@@]2(S(=O)(=O)C3=CC=C(F)C=C3)C3=CC=C(C(F)(C(F)(F)F)C(F)(F)F)C=C3CC[C@@H]12)C1CCS(=O)(=O)CC1,5.24
CC1=CC(C(=O)NC2CCCC2)=CC2=C1N=C(C1=C(NCC(O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,5.8
COC1=CC=C(S(=O)(=O)NC2=CC(Cl)=CC(Cl)=C2OC)C=C1NC1CCN(C)CC1,5.07
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C2=CC=C(C3=CC=C(CO)C=C3)C=C2)=CN1)C(C)C,5.16
CC(=O)NC1=CC=C(NC2=NC=NC(N[C@@H](CC(C)C)C(=O)OC(C)(C)C)=N2)C=C1,4.65
CC1=C(C2=CC=C3NN=CC3=C2)C=CC2=C1N(C1CC1)C(=O)C1=C2OC(CN)=N1,5.89
CS(=O)(=O)C1=CC=C2N=C(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)SC2=C1,6.2
C[C@@H](C1=CC=C(C2=CN(C3CC3)C(=O)C=C2)C=C1)N1CC[C@](CC(C)(C)O)(C2=CC=CC=C2)OC1=O,4.36
CC1=NC2=C(C3=NNC=N3)C=C(C3=CC=NC=C3)C=C2N1C1=CC=NC2=C(F)C=CC(F)=C12,6.0
CNC[C@@H](NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)C2=CC=CC(Cl)=C2)C1)[C@@H](O)C1CCCCC1,5.15
C1=CC2=NNC(NC3=CC=C4C=NC=CC4=C3)=C2N=C1,6.36
N#CC1=CNC(C(=O)NC2=CC=C(C3=CC=NC=C3)C=C2C2=CCCCC2)=N1,7.06
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCN4CCN(C(C)=O)CC4C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,4.82
CC1=CN(C2=CC=C3C(=O)C4=C(C=CC3=C2)CCC(CC2=CC=C(F)C=C2)=N4)C=N1,6.52
ON=CC1=CC=C(C2=CC=CN=C2)S1,4.89
O=C(O)C1=CC=C(N2CCC3(C=C(C4=C(C5CC5)ON=C4C4=C(Cl)C=CC=C4Cl)C3)CC2)C=N1,5.21
